order_id,order_date,ship_date,ship_mode,customer_id,product_id,quantity,discount
11683,05/11/2023,05/14/2023,Second Class,CUST-57,PD-692,1,0.0
11684,12/02/2022,12/07/2022,Standard Class,CUST-261,PD-907,5,0.1
11685,04/26/2023,04/29/2023,Second Class,CUST-781,PD-1233,13,0.1
11686,07/15/2020,07/18/2020,Second Class,CUST-938,PD-274,13,0.0
11687,07/31/2023,08/07/2023,Standard Class,CUST-986,PD-808,3,0.0
11688,10/15/2021,10/18/2021,Second Class,CUST-878,PD-669,14,0.0
11689,09/25/2021,09/30/2021,Standard Class,CUST-461,PD-161,11,0.0
11690,11/28/2021,12/03/2021,Standard Class,CUST-36,PD-367,9,0.0
11691,10/23/2021,10/26/2021,Second Class,CUST-102,PD-1596,4,0.1
11692,07/27/2024,07/28/2024,First Class,CUST-916,PD-327,13,0.0
11693,09/06/2023,09/10/2023,Standard Class,CUST-292,PD-52,7,0.0
11694,05/13/2020,05/20/2020,Standard Class,CUST-280,PD-740,3,0.0
11695,09/25/2023,09/28/2023,Second Class,CUST-343,PD-264,6,0.1
11696,02/27/2024,03/01/2024,Second Class,CUST-62,PD-919,13,0.1
11697,05/14/2023,05/18/2023,Standard Class,CUST-715,PD-861,10,0.0
11698,03/09/2020,03/13/2020,Standard Class,CUST-498,PD-1402,14,0.0
11699,09/02/2020,09/05/2020,Second Class,CUST-610,PD-942,10,0.0
11700,10/24/2023,10/28/2023,Standard Class,CUST-91,PD-1327,6,0.0
11701,02/16/2022,02/23/2022,Standard Class,CUST-170,PD-1063,12,0.0
11702,10/25/2022,10/29/2022,Standard Class,CUST-723,PD-1591,10,0.0
11703,12/23/2024,12/28/2024,Standard Class,CUST-708,PD-1285,3,0.0
11704,01/01/2024,01/04/2024,Second Class,CUST-907,PD-1111,5,0.1
11705,05/23/2023,05/26/2023,Second Class,CUST-558,PD-60,9,0.0
11706,01/30/2024,02/03/2024,Standard Class,CUST-308,PD-789,14,0.0
11707,04/25/2022,04/29/2022,Standard Class,CUST-532,PD-86,14,0.0
11708,06/29/2022,07/04/2022,Standard Class,CUST-570,PD-171,11,0.0
11709,09/17/2020,09/23/2020,Standard Class,CUST-926,PD-435,7,0.1
11710,12/05/2021,12/12/2021,Standard Class,CUST-103,PD-467,5,0.0
11711,03/09/2022,03/15/2022,Standard Class,CUST-580,PD-1158,14,0.1
11712,07/21/2020,07/21/2020,Same Day,CUST-732,PD-669,12,0.0
11713,02/09/2022,02/12/2022,Second Class,CUST-118,PD-356,12,0.0
11714,04/14/2021,04/21/2021,Standard Class,CUST-902,PD-210,3,0.0
11715,01/14/2021,01/19/2021,Standard Class,CUST-376,PD-457,6,0.1
11716,12/30/2024,01/02/2025,Second Class,CUST-230,PD-1214,1,0.0
11717,09/30/2022,10/03/2022,Second Class,CUST-638,PD-320,14,0.0
11718,10/03/2021,10/06/2021,Second Class,CUST-142,PD-1057,3,0.0
11719,02/17/2024,02/20/2024,Second Class,CUST-49,PD-714,6,0.0
11720,06/02/2022,06/09/2022,Standard Class,CUST-30,PD-589,11,0.1
11721,06/20/2023,06/21/2023,First Class,CUST-300,PD-1289,8,0.2
11722,03/13/2020,03/17/2020,Standard Class,CUST-250,PD-1222,9,0.0
11723,03/19/2022,03/19/2022,Same Day,CUST-723,PD-1258,12,0.0
11724,07/03/2022,07/04/2022,First Class,CUST-186,PD-406,7,0.0
11725,12/17/2023,12/22/2023,Standard Class,CUST-261,PD-1421,1,0.1
11726,04/29/2024,05/02/2024,Second Class,CUST-868,PD-269,2,0.0
11727,05/31/2023,06/06/2023,Standard Class,CUST-652,PD-1222,1,0.0
11728,01/16/2024,01/21/2024,Standard Class,CUST-989,PD-713,2,0.1
11729,04/13/2023,04/19/2023,Standard Class,CUST-45,PD-608,5,0.2
11730,06/19/2021,06/22/2021,Second Class,CUST-785,PD-1436,14,0.0
11731,10/17/2020,10/23/2020,Standard Class,CUST-893,PD-383,14,0.1
11732,01/31/2022,02/03/2022,Second Class,CUST-579,PD-895,12,0.0
11733,03/19/2020,03/26/2020,Standard Class,CUST-608,PD-776,2,0.0
11734,11/18/2024,11/23/2024,Standard Class,CUST-256,PD-1456,5,0.0
11735,11/20/2023,11/26/2023,Standard Class,CUST-278,PD-794,13,0.0
11736,09/04/2022,09/07/2022,Second Class,CUST-645,PD-679,9,0.0
11737,03/11/2024,03/15/2024,Standard Class,CUST-60,PD-1506,14,0.0
11738,02/24/2021,02/27/2021,Second Class,CUST-279,PD-762,1,0.0
11739,11/06/2024,11/09/2024,Second Class,CUST-267,PD-1423,14,0.0
11740,01/01/2023,01/08/2023,Standard Class,CUST-713,PD-1228,9,0.0
11741,03/20/2024,03/24/2024,Standard Class,CUST-442,PD-983,6,0.2
11742,09/28/2024,10/03/2024,Standard Class,CUST-800,PD-265,7,0.0
11743,06/09/2020,06/12/2020,Second Class,CUST-780,PD-1206,14,0.0
11744,04/01/2024,04/04/2024,Second Class,CUST-462,PD-615,4,0.2
11745,06/24/2022,06/28/2022,Standard Class,CUST-642,PD-939,5,0.0
11746,09/29/2023,10/06/2023,Standard Class,CUST-470,PD-1357,1,0.0
11747,12/21/2024,12/27/2024,Standard Class,CUST-548,PD-649,4,0.2
11748,04/02/2020,04/06/2020,Standard Class,CUST-175,PD-436,6,0.2
11749,08/19/2021,08/25/2021,Standard Class,CUST-402,PD-799,9,0.0
11750,11/30/2022,12/03/2022,Second Class,CUST-559,PD-392,9,0.0
11751,08/28/2024,09/04/2024,Standard Class,CUST-985,PD-1224,6,0.1
11752,04/20/2022,04/23/2022,Second Class,CUST-429,PD-68,10,0.0
11753,10/20/2023,10/26/2023,Standard Class,CUST-612,PD-954,7,0.0
11754,01/16/2023,01/21/2023,Standard Class,CUST-80,PD-800,6,0.2
11755,01/11/2021,01/18/2021,Standard Class,CUST-636,PD-1037,1,0.0
11756,04/24/2022,04/28/2022,Standard Class,CUST-194,PD-570,6,0.0
11757,08/06/2020,08/11/2020,Standard Class,CUST-838,PD-295,4,0.0
11758,01/13/2020,01/17/2020,Standard Class,CUST-656,PD-979,10,0.2
11759,10/23/2021,10/30/2021,Standard Class,CUST-966,PD-761,8,0.0
11760,11/28/2024,12/01/2024,Second Class,CUST-16,PD-340,12,0.0
11761,12/22/2021,12/26/2021,Standard Class,CUST-665,PD-1126,13,0.0
11762,01/13/2023,01/14/2023,First Class,CUST-273,PD-1113,14,0.0
11763,08/18/2023,08/24/2023,Standard Class,CUST-315,PD-752,11,0.0
11764,02/23/2024,02/27/2024,Standard Class,CUST-465,PD-208,6,0.1
11765,05/08/2024,05/12/2024,Standard Class,CUST-297,PD-1135,13,0.1
11766,03/20/2022,03/26/2022,Standard Class,CUST-651,PD-532,12,0.1
11767,06/17/2024,06/24/2024,Standard Class,CUST-40,PD-290,2,0.0
11768,09/05/2022,09/12/2022,Standard Class,CUST-578,PD-164,7,0.1
11769,09/05/2020,09/10/2020,Standard Class,CUST-142,PD-442,5,0.0
11770,06/21/2020,06/28/2020,Standard Class,CUST-444,PD-1474,4,0.0
11771,12/06/2020,12/10/2020,Standard Class,CUST-882,PD-694,8,0.1
11772,11/06/2022,11/11/2022,Standard Class,CUST-659,PD-1006,13,0.2
11773,08/22/2021,08/25/2021,Second Class,CUST-400,PD-331,12,0.0
11774,07/16/2023,07/20/2023,Standard Class,CUST-322,PD-702,13,0.0
11775,05/08/2020,05/11/2020,Second Class,CUST-667,PD-1303,12,0.2
11776,05/22/2021,05/27/2021,Standard Class,CUST-768,PD-341,12,0.0
11777,05/30/2021,06/06/2021,Standard Class,CUST-244,PD-603,10,0.0
11778,10/03/2024,10/06/2024,Second Class,CUST-827,PD-1494,6,0.2
11779,11/24/2021,11/25/2021,First Class,CUST-758,PD-745,11,0.1
11780,02/05/2020,02/08/2020,Second Class,CUST-542,PD-70,12,0.0
11781,02/26/2020,03/01/2020,Standard Class,CUST-84,PD-862,3,0.3
11782,09/19/2022,09/20/2022,First Class,CUST-347,PD-1384,8,0.0
11783,06/23/2023,06/26/2023,Second Class,CUST-705,PD-1506,2,0.0
11784,02/15/2022,02/18/2022,Second Class,CUST-666,PD-1501,6,0.0
11785,06/07/2020,06/14/2020,Standard Class,CUST-402,PD-706,5,0.0
11786,11/01/2021,11/06/2021,Standard Class,CUST-496,PD-797,7,0.0
11787,05/28/2021,05/29/2021,First Class,CUST-481,PD-1158,9,0.2
11788,06/27/2022,07/01/2022,Standard Class,CUST-787,PD-565,1,0.2
11789,07/27/2020,07/30/2020,Second Class,CUST-383,PD-1608,7,0.0
11790,02/02/2024,02/07/2024,Standard Class,CUST-826,PD-125,8,0.2
11791,12/09/2020,12/14/2020,Standard Class,CUST-667,PD-818,3,0.0
11792,11/24/2020,12/01/2020,Standard Class,CUST-147,PD-758,1,0.2
11793,05/02/2022,05/05/2022,Second Class,CUST-437,PD-158,2,0.2
11794,05/22/2021,05/28/2021,Standard Class,CUST-194,PD-781,9,0.0
11795,10/03/2024,10/07/2024,Standard Class,CUST-881,PD-1032,10,0.0
11796,09/13/2024,09/17/2024,Standard Class,CUST-146,PD-296,3,0.0
11797,10/11/2024,10/18/2024,Standard Class,CUST-494,PD-1605,9,0.2
11798,07/31/2021,08/03/2021,Second Class,CUST-447,PD-286,4,0.1
11799,08/05/2021,08/09/2021,Standard Class,CUST-402,PD-134,3,0.1
11800,08/16/2020,08/22/2020,Standard Class,CUST-543,PD-1501,5,0.0
11801,05/28/2021,06/02/2021,Standard Class,CUST-403,PD-448,2,0.0
11802,04/27/2024,04/30/2024,Second Class,CUST-962,PD-1189,11,0.0
11803,11/06/2024,11/09/2024,Second Class,CUST-916,PD-1553,9,0.0
11804,04/27/2022,04/28/2022,First Class,CUST-541,PD-969,14,0.1
11805,01/23/2024,01/27/2024,Standard Class,CUST-322,PD-1537,4,0.0
11806,11/08/2021,11/12/2021,Standard Class,CUST-370,PD-1165,5,0.0
11807,11/06/2024,11/13/2024,Standard Class,CUST-183,PD-459,1,0.3
11808,09/26/2023,09/27/2023,First Class,CUST-666,PD-608,1,0.0
11809,07/05/2024,07/06/2024,First Class,CUST-910,PD-1120,9,0.0
11810,05/21/2024,05/24/2024,Second Class,CUST-358,PD-22,3,0.0
11811,08/18/2023,08/22/2023,Standard Class,CUST-287,PD-1020,4,0.0
11812,04/05/2022,04/11/2022,Standard Class,CUST-608,PD-1047,8,0.4
11813,12/27/2021,12/30/2021,Second Class,CUST-590,PD-318,14,0.0
11814,06/14/2024,06/18/2024,Standard Class,CUST-982,PD-1355,12,0.2
11815,03/19/2024,03/23/2024,Standard Class,CUST-842,PD-1059,11,0.2
11816,02/15/2023,02/22/2023,Standard Class,CUST-870,PD-329,13,0.0
11817,03/25/2024,03/28/2024,Second Class,CUST-134,PD-717,6,0.3
11818,07/08/2020,07/11/2020,Second Class,CUST-274,PD-780,10,0.0
11819,01/20/2022,01/27/2022,Standard Class,CUST-394,PD-1445,7,0.0
11820,04/10/2020,04/16/2020,Standard Class,CUST-572,PD-861,14,0.0
11821,04/03/2023,04/10/2023,Standard Class,CUST-650,PD-761,7,0.1
11822,10/20/2020,10/24/2020,Standard Class,CUST-344,PD-742,5,0.1
11823,04/30/2021,05/06/2021,Standard Class,CUST-691,PD-1076,4,0.0
11824,07/09/2021,07/15/2021,Standard Class,CUST-242,PD-853,7,0.0
11825,05/23/2023,05/26/2023,Second Class,CUST-107,PD-1102,11,0.0
11826,03/17/2023,03/21/2023,Standard Class,CUST-628,PD-1363,3,0.1
11827,07/17/2020,07/20/2020,Second Class,CUST-203,PD-85,13,0.0
11828,10/24/2020,10/27/2020,Second Class,CUST-617,PD-160,4,0.1
11829,11/17/2022,11/18/2022,First Class,CUST-438,PD-303,10,0.0
11830,02/28/2022,03/03/2022,Second Class,CUST-640,PD-1072,5,0.0
11831,01/10/2022,01/11/2022,First Class,CUST-639,PD-1052,8,0.0
11832,08/08/2024,08/11/2024,Second Class,CUST-276,PD-1461,6,0.0
11833,11/15/2024,11/21/2024,Standard Class,CUST-197,PD-1426,14,0.7
11834,06/20/2020,06/25/2020,Standard Class,CUST-170,PD-272,6,0.0
11835,12/12/2024,12/18/2024,Standard Class,CUST-283,PD-1274,2,0.0
11836,10/20/2023,10/23/2023,Second Class,CUST-589,PD-750,5,0.0
11837,03/05/2021,03/06/2021,First Class,CUST-568,PD-1494,10,0.2
11838,01/09/2021,01/15/2021,Standard Class,CUST-634,PD-1163,4,0.0
11839,06/19/2021,06/22/2021,Second Class,CUST-485,PD-965,1,0.0
11840,06/27/2020,06/30/2020,Second Class,CUST-608,PD-1530,9,0.0
11841,06/16/2021,06/20/2021,Standard Class,CUST-36,PD-273,11,0.0
11842,07/10/2021,07/13/2021,Second Class,CUST-706,PD-1434,3,0.0
11843,09/23/2022,09/26/2022,Second Class,CUST-115,PD-1022,2,0.0
11844,09/07/2020,09/10/2020,Second Class,CUST-44,PD-122,4,0.0
11845,03/13/2022,03/20/2022,Standard Class,CUST-725,PD-285,11,0.0
11846,05/27/2020,06/02/2020,Standard Class,CUST-223,PD-1288,2,0.1
11847,01/08/2021,01/08/2021,Same Day,CUST-643,PD-984,4,0.0
11848,12/06/2021,12/09/2021,Second Class,CUST-146,PD-1111,2,0.0
11849,01/01/2021,01/04/2021,Second Class,CUST-195,PD-488,5,0.0
11850,06/27/2024,06/30/2024,Second Class,CUST-41,PD-1326,1,0.0
11851,12/21/2021,12/28/2021,Standard Class,CUST-458,PD-1049,11,0.1
11852,02/23/2021,03/01/2021,Standard Class,CUST-707,PD-1326,8,0.1
11853,12/16/2022,12/22/2022,Standard Class,CUST-721,PD-72,8,0.0
11854,02/14/2021,02/17/2021,Second Class,CUST-853,PD-213,14,0.0
11855,05/15/2023,05/19/2023,Standard Class,CUST-18,PD-61,3,0.2
11856,05/24/2021,05/30/2021,Standard Class,CUST-58,PD-203,13,0.0
11857,09/05/2024,09/11/2024,Standard Class,CUST-888,PD-420,8,0.0
11858,08/22/2020,08/25/2020,Second Class,CUST-543,PD-968,10,0.1
11859,07/02/2023,07/09/2023,Standard Class,CUST-132,PD-461,3,0.0
11860,10/01/2022,10/04/2022,Second Class,CUST-317,PD-616,13,0.0
11861,01/11/2021,01/14/2021,Second Class,CUST-3,PD-934,5,0.0
11862,07/15/2024,07/19/2024,Standard Class,CUST-18,PD-778,5,0.0
11863,01/29/2022,02/04/2022,Standard Class,CUST-595,PD-1286,12,0.1
11864,01/24/2021,01/28/2021,Standard Class,CUST-299,PD-633,11,0.0
11865,08/19/2022,08/24/2022,Standard Class,CUST-241,PD-1490,6,0.1
11866,10/03/2024,10/10/2024,Standard Class,CUST-679,PD-1178,3,0.0
11867,12/06/2024,12/09/2024,Second Class,CUST-243,PD-986,5,0.0
11868,11/11/2023,11/14/2023,Second Class,CUST-164,PD-1053,1,0.0
11869,05/13/2023,05/17/2023,Standard Class,CUST-496,PD-1006,3,0.2
11870,06/19/2023,06/24/2023,Standard Class,CUST-902,PD-70,11,0.0
11871,07/24/2022,07/31/2022,Standard Class,CUST-780,PD-692,5,0.0
11872,12/27/2023,12/28/2023,First Class,CUST-439,PD-1591,9,0.0
11873,07/24/2023,07/28/2023,Standard Class,CUST-668,PD-534,12,0.0
11874,05/01/2021,05/04/2021,Second Class,CUST-334,PD-715,1,0.0
11875,07/08/2024,07/09/2024,First Class,CUST-416,PD-299,10,0.0
11876,09/12/2023,09/16/2023,Standard Class,CUST-616,PD-147,1,0.0
11877,08/11/2023,08/14/2023,Second Class,CUST-725,PD-1132,4,0.0
11878,08/14/2020,08/21/2020,Standard Class,CUST-362,PD-1567,7,0.0
11879,06/15/2022,06/22/2022,Standard Class,CUST-676,PD-715,1,0.1
11880,12/29/2022,01/04/2023,Standard Class,CUST-348,PD-1398,11,0.0
11881,11/28/2021,12/01/2021,Second Class,CUST-589,PD-118,5,0.0
11882,06/21/2020,06/26/2020,Standard Class,CUST-422,PD-1598,12,0.0
11883,05/24/2023,05/27/2023,Second Class,CUST-825,PD-1504,10,0.0
11884,01/03/2021,01/09/2021,Standard Class,CUST-568,PD-229,4,0.0
11885,02/09/2024,02/12/2024,Second Class,CUST-552,PD-1505,5,0.0
11886,02/02/2022,02/08/2022,Standard Class,CUST-30,PD-1290,9,0.0
11887,09/15/2022,09/22/2022,Standard Class,CUST-278,PD-248,7,0.0
11888,08/06/2024,08/13/2024,Standard Class,CUST-416,PD-967,1,0.2
11889,03/16/2023,03/22/2023,Standard Class,CUST-248,PD-807,11,0.1
11890,08/15/2021,08/15/2021,Same Day,CUST-708,PD-333,13,0.0
11891,08/04/2020,08/05/2020,First Class,CUST-427,PD-875,9,0.0
11892,02/07/2024,02/13/2024,Standard Class,CUST-676,PD-1254,11,0.0
11893,01/15/2023,01/18/2023,Second Class,CUST-743,PD-832,4,0.0
11894,07/10/2020,07/17/2020,Standard Class,CUST-800,PD-1375,9,0.0
11895,07/03/2024,07/04/2024,First Class,CUST-402,PD-1307,10,0.1
11896,04/27/2023,04/30/2023,Second Class,CUST-260,PD-1124,1,0.0
11897,05/03/2020,05/07/2020,Standard Class,CUST-830,PD-65,11,0.0
11898,09/29/2021,10/03/2021,Standard Class,CUST-939,PD-796,12,0.0
11899,01/10/2020,01/13/2020,Second Class,CUST-252,PD-1387,6,0.0
11900,05/13/2020,05/18/2020,Standard Class,CUST-381,PD-708,2,0.0
11901,04/02/2024,04/05/2024,Second Class,CUST-2,PD-893,8,0.0
11902,03/23/2024,03/27/2024,Standard Class,CUST-675,PD-810,12,0.0
11903,04/11/2020,04/14/2020,Second Class,CUST-89,PD-630,3,0.1
11904,04/03/2024,04/07/2024,Standard Class,CUST-83,PD-1352,6,0.0
11905,05/22/2023,05/29/2023,Standard Class,CUST-282,PD-409,3,0.1
11906,05/02/2022,05/08/2022,Standard Class,CUST-609,PD-1508,4,0.0
11907,11/04/2024,11/08/2024,Standard Class,CUST-53,PD-1410,6,0.0
11908,04/07/2024,04/10/2024,Second Class,CUST-340,PD-1062,12,0.0
11909,07/08/2021,07/11/2021,Second Class,CUST-686,PD-1055,11,0.2
11910,03/21/2022,03/24/2022,Second Class,CUST-590,PD-1542,8,0.1
11911,02/20/2020,02/25/2020,Standard Class,CUST-65,PD-424,14,0.0
11912,09/03/2021,09/07/2021,Standard Class,CUST-829,PD-231,2,0.2
11913,11/27/2021,12/01/2021,Standard Class,CUST-239,PD-177,7,0.0
11914,02/07/2021,02/13/2021,Standard Class,CUST-565,PD-1485,12,0.1
11915,12/09/2022,12/10/2022,First Class,CUST-316,PD-1206,7,0.2
11916,03/31/2020,04/05/2020,Standard Class,CUST-848,PD-1290,9,0.0
11917,12/09/2020,12/15/2020,Standard Class,CUST-66,PD-1449,4,0.2
11918,01/08/2020,01/08/2020,Same Day,CUST-186,PD-1469,13,0.0
11919,08/27/2023,08/30/2023,Second Class,CUST-462,PD-1225,2,0.0
11920,08/22/2020,08/29/2020,Standard Class,CUST-728,PD-609,2,0.2
11921,06/03/2021,06/08/2021,Standard Class,CUST-511,PD-267,10,0.1
11922,03/20/2022,03/24/2022,Standard Class,CUST-245,PD-1013,12,0.1
11923,01/04/2021,01/08/2021,Standard Class,CUST-842,PD-390,5,0.0
11924,02/03/2022,02/09/2022,Standard Class,CUST-519,PD-950,11,0.0
11925,08/20/2023,08/27/2023,Standard Class,CUST-231,PD-327,1,0.0
11926,07/20/2021,07/23/2021,Second Class,CUST-360,PD-1003,3,0.0
11927,11/16/2020,11/22/2020,Standard Class,CUST-765,PD-1061,2,0.0
11928,01/03/2022,01/08/2022,Standard Class,CUST-37,PD-419,2,0.0
11929,04/27/2022,05/03/2022,Standard Class,CUST-886,PD-1073,1,0.0
11930,12/15/2020,12/18/2020,Second Class,CUST-297,PD-1583,3,0.0
11931,06/30/2024,07/03/2024,Second Class,CUST-979,PD-1186,9,0.2
11932,11/08/2023,11/13/2023,Standard Class,CUST-182,PD-1009,12,0.0
11933,02/12/2022,02/13/2022,First Class,CUST-906,PD-250,11,0.0
11934,04/17/2020,04/22/2020,Standard Class,CUST-372,PD-37,4,0.0
11935,01/15/2024,01/22/2024,Standard Class,CUST-520,PD-421,14,0.1
11936,01/27/2022,02/01/2022,Standard Class,CUST-396,PD-297,9,0.0
11937,02/16/2023,02/17/2023,First Class,CUST-647,PD-111,5,0.4
11938,06/10/2021,06/14/2021,Standard Class,CUST-705,PD-243,5,0.0
11939,03/15/2021,03/18/2021,Second Class,CUST-580,PD-273,13,0.0
11940,04/05/2020,04/10/2020,Standard Class,CUST-46,PD-1058,2,0.0
11941,07/30/2023,08/04/2023,Standard Class,CUST-694,PD-1186,9,0.7
11942,11/07/2024,11/10/2024,Second Class,CUST-757,PD-619,11,0.0
11943,09/03/2024,09/04/2024,First Class,CUST-40,PD-223,10,0.0
11944,10/27/2020,11/03/2020,Standard Class,CUST-792,PD-1405,12,0.2
11945,09/17/2024,09/23/2024,Standard Class,CUST-882,PD-570,14,0.4
11946,08/13/2022,08/18/2022,Standard Class,CUST-337,PD-1144,6,0.0
11947,09/03/2021,09/08/2021,Standard Class,CUST-464,PD-825,13,0.1
11948,06/21/2021,06/24/2021,Second Class,CUST-630,PD-1541,11,0.2
11949,12/26/2020,12/29/2020,Second Class,CUST-110,PD-389,11,0.3
11950,10/24/2021,10/25/2021,First Class,CUST-980,PD-860,13,0.1
11951,06/21/2021,06/24/2021,Second Class,CUST-830,PD-30,6,0.1
11952,02/22/2021,03/01/2021,Standard Class,CUST-460,PD-680,13,0.1
11953,04/28/2022,05/03/2022,Standard Class,CUST-504,PD-848,4,0.7
11954,09/16/2021,09/17/2021,First Class,CUST-55,PD-522,1,0.2
11955,02/24/2023,03/02/2023,Standard Class,CUST-957,PD-1043,9,0.0
11956,07/13/2022,07/19/2022,Standard Class,CUST-814,PD-936,13,0.0
11957,02/20/2023,02/23/2023,Second Class,CUST-207,PD-983,1,0.0
11958,09/14/2022,09/15/2022,First Class,CUST-263,PD-940,3,0.2
11959,06/11/2021,06/14/2021,Second Class,CUST-742,PD-1141,13,0.0
11960,02/11/2020,02/17/2020,Standard Class,CUST-883,PD-855,7,0.0
11961,03/06/2021,03/13/2021,Standard Class,CUST-929,PD-1288,11,0.0
11962,02/02/2024,02/03/2024,First Class,CUST-238,PD-153,13,0.0
11963,02/20/2020,02/25/2020,Standard Class,CUST-455,PD-304,11,0.0
11964,05/08/2020,05/14/2020,Standard Class,CUST-59,PD-47,9,0.0
11965,08/08/2021,08/12/2021,Standard Class,CUST-460,PD-902,3,0.0
11966,01/29/2024,02/01/2024,Second Class,CUST-242,PD-18,9,0.0
11967,02/16/2023,02/19/2023,Second Class,CUST-698,PD-100,11,0.1
11968,01/25/2023,01/31/2023,Standard Class,CUST-909,PD-335,7,0.0
11969,12/20/2023,12/23/2023,Second Class,CUST-825,PD-1027,2,0.1
11970,06/19/2023,06/22/2023,Second Class,CUST-543,PD-904,11,0.0
11971,01/19/2020,01/24/2020,Standard Class,CUST-331,PD-652,6,0.0
11972,10/10/2022,10/14/2022,Standard Class,CUST-172,PD-460,7,0.1
11973,09/01/2023,09/05/2023,Standard Class,CUST-599,PD-857,6,0.0
11974,09/27/2022,10/02/2022,Standard Class,CUST-867,PD-927,13,0.0
11975,11/18/2024,11/22/2024,Standard Class,CUST-11,PD-1193,11,0.0
11976,11/07/2021,11/10/2021,Second Class,CUST-825,PD-49,13,0.0
11977,12/19/2022,12/22/2022,Second Class,CUST-78,PD-212,10,0.0
11978,08/23/2023,08/28/2023,Standard Class,CUST-52,PD-957,14,0.1
11979,12/19/2021,12/26/2021,Standard Class,CUST-232,PD-1117,3,0.0
11980,12/16/2022,12/21/2022,Standard Class,CUST-674,PD-1511,8,0.2
11981,04/05/2023,04/12/2023,Standard Class,CUST-477,PD-1173,11,0.0
11982,07/23/2021,07/28/2021,Standard Class,CUST-636,PD-1113,12,0.0
11983,06/30/2024,07/07/2024,Standard Class,CUST-939,PD-582,14,0.0
11984,08/06/2021,08/12/2021,Standard Class,CUST-429,PD-640,7,0.2
11985,12/30/2024,01/03/2025,Standard Class,CUST-318,PD-611,14,0.1
11986,06/26/2024,06/27/2024,First Class,CUST-678,PD-882,9,0.0
11987,09/11/2023,09/16/2023,Standard Class,CUST-931,PD-699,6,0.1
11988,07/13/2024,07/16/2024,Second Class,CUST-897,PD-1498,10,0.0
11989,02/06/2021,02/09/2021,Second Class,CUST-590,PD-512,4,0.1
11990,03/10/2024,03/15/2024,Standard Class,CUST-653,PD-1018,7,0.0
11991,08/06/2024,08/10/2024,Standard Class,CUST-712,PD-13,12,0.0
11992,09/07/2023,09/13/2023,Standard Class,CUST-86,PD-536,13,0.2
11993,06/07/2022,06/14/2022,Standard Class,CUST-782,PD-238,8,0.0
11994,01/19/2022,01/25/2022,Standard Class,CUST-301,PD-1303,6,0.0
11995,08/11/2024,08/14/2024,Second Class,CUST-853,PD-704,8,0.0
11996,07/17/2024,07/24/2024,Standard Class,CUST-553,PD-1330,9,0.0
11997,08/03/2023,08/08/2023,Standard Class,CUST-433,PD-723,3,0.0
11998,06/13/2021,06/19/2021,Standard Class,CUST-32,PD-778,14,0.0
11999,07/28/2020,07/31/2020,Second Class,CUST-973,PD-1586,3,0.0
12000,03/28/2023,04/02/2023,Standard Class,CUST-363,PD-1370,14,0.0
12001,10/31/2020,11/06/2020,Standard Class,CUST-849,PD-680,4,0.0
12002,03/30/2020,04/05/2020,Standard Class,CUST-243,PD-398,13,0.1
12003,02/07/2020,02/11/2020,Standard Class,CUST-318,PD-1531,9,0.0
12004,02/05/2024,02/09/2024,Standard Class,CUST-98,PD-1332,13,0.2
12005,11/01/2023,11/02/2023,First Class,CUST-868,PD-254,10,0.0
12006,11/02/2020,11/09/2020,Standard Class,CUST-814,PD-139,14,0.0
12007,10/22/2022,10/23/2022,First Class,CUST-300,PD-855,6,0.2
12008,02/17/2021,02/23/2021,Standard Class,CUST-7,PD-1062,3,0.0
12009,02/27/2020,03/01/2020,Second Class,CUST-887,PD-1474,11,0.0
12010,07/26/2022,07/31/2022,Standard Class,CUST-76,PD-1120,4,0.0
12011,07/25/2024,07/29/2024,Standard Class,CUST-679,PD-893,4,0.0
12012,05/22/2022,05/25/2022,Second Class,CUST-797,PD-286,11,0.1
12013,09/13/2022,09/17/2022,Standard Class,CUST-991,PD-845,9,0.0
12014,04/05/2022,04/06/2022,First Class,CUST-624,PD-963,11,0.2
12015,03/31/2024,04/03/2024,Second Class,CUST-810,PD-321,9,0.1
12016,03/17/2022,03/24/2022,Standard Class,CUST-47,PD-1332,14,0.2
12017,03/08/2024,03/13/2024,Standard Class,CUST-841,PD-1566,14,0.0
12018,10/24/2020,10/27/2020,Second Class,CUST-948,PD-476,9,0.2
12019,03/02/2024,03/03/2024,First Class,CUST-295,PD-1464,12,0.0
12020,10/09/2020,10/14/2020,Standard Class,CUST-488,PD-642,4,0.0
12021,02/27/2023,03/04/2023,Standard Class,CUST-499,PD-1452,1,0.0
12022,11/19/2021,11/26/2021,Standard Class,CUST-482,PD-1085,6,0.0
12023,06/29/2022,07/04/2022,Standard Class,CUST-994,PD-226,8,0.0
12024,06/22/2024,06/26/2024,Standard Class,CUST-275,PD-352,12,0.0
12025,05/07/2020,05/10/2020,Second Class,CUST-870,PD-238,7,0.2
12026,09/18/2020,09/21/2020,Second Class,CUST-34,PD-807,13,0.0
12027,01/29/2024,02/03/2024,Standard Class,CUST-777,PD-1461,9,0.1
12028,09/22/2024,09/28/2024,Standard Class,CUST-782,PD-91,8,0.0
12029,09/23/2020,09/23/2020,Same Day,CUST-311,PD-260,7,0.0
12030,11/04/2023,11/10/2023,Standard Class,CUST-801,PD-1161,5,0.0
12031,11/07/2022,11/10/2022,Second Class,CUST-352,PD-559,3,0.2
