product_id,product_name,category,sub_category,unit_price,cogs
PD-376,Bates Inc unleash,Furniture,Bookcases,15.32,3.53
PD-377,"Smith, Davis and Reynolds empower",Technology,Accessories,23.78,10.71
PD-378,Gutierrez LLC streamline,Office Supplies,Fasteners,12.24,6.08
PD-379,Carter-Brown scale,Technology,Phones,13.3,4.69
PD-380,Wright-Hughes transform,Technology,Phones,15.15,3.61
PD-381,Mitchell PLC enhance,Office Supplies,Paper,29.33,6.52
PD-382,Boyd-Williams harness,Office Supplies,Art,29.67,7.01
PD-383,"Evans, Spencer and Jones whiteboard",Office Supplies,Art,24.72,14.07
PD-384,Clark-Martin monetize,Technology,Accessories,23.36,7.55
PD-385,White-Lee re-intermediate,Technology,Phones,27.24,11.62
PD-386,Hill Group deploy,Technology,Accessories,4.57,1.37
PD-387,Marshall-Mathews iterate,Furniture,Furnishings,17.65,5.19
PD-388,Watkins-Rogers engage,Technology,Phones,4.48,1.0
PD-389,Price Ltd seize,Technology,Accessories,29.75,11.63
PD-390,Barnes-Mcgee re-intermediate,Furniture,Bookcases,5.01,1.98
PD-391,Newman Inc re-contextualize,Office Supplies,Storage,25.94,14.29
PD-392,Smith-Byrd embrace,Technology,Accessories,29.04,11.0
PD-393,"Smith, Steele and Reid visualize",Technology,Phones,10.51,4.82
PD-394,Garcia and Sons extend,Furniture,Bookcases,4.48,1.5
PD-395,Baxter-Graham deliver,Office Supplies,Fasteners,23.78,12.52
PD-396,"Anderson, Long and Marshall benchmark",Office Supplies,Envelopes,28.72,8.76
PD-397,"Anderson, Schmidt and Austin repurpose",Furniture,Furnishings,19.32,5.76
PD-398,Gonzales-Stewart cultivate,Office Supplies,Paper,23.22,9.59
PD-399,Black-Mcdonald seize,Furniture,Bookcases,15.44,3.98
PD-400,Mccarty-Thompson strategize,Office Supplies,Fasteners,19.12,6.85
PD-401,Howard-Arnold envisioneer,Office Supplies,Binders,30.13,11.85
PD-402,"Bailey, Fox and Guerra optimize",Office Supplies,Paper,29.7,12.8
PD-403,Griffith Group orchestrate,Furniture,Bookcases,21.03,5.34
PD-404,Walker-Proctor architect,Office Supplies,Envelopes,17.53,3.86
PD-405,Jones Inc expedite,Technology,Phones,22.03,11.14
PD-406,Deleon-Davis maximize,Office Supplies,Art,8.22,4.33
PD-407,Lynch Group facilitate,Furniture,Chairs,25.89,9.95
PD-408,"Pacheco, Mcdonald and Mcconnell architect",Furniture,Furnishings,13.45,4.89
PD-409,Potter-Barry deliver,Office Supplies,Envelopes,13.3,4.14
PD-410,Mayer LLC maximize,Technology,Phones,28.4,8.74
PD-411,English-Cooper enable,Office Supplies,Storage,22.05,9.27
PD-412,Parks LLC incubate,Technology,Accessories,28.99,15.82
PD-413,Mueller-White deliver,Technology,Accessories,29.06,7.43
PD-414,"Snow, Robinson and Chapman innovate",Furniture,Bookcases,20.21,6.95
PD-415,Fernandez-Graham extend,Technology,Phones,12.29,5.21
PD-416,Watkins-Berg iterate,Technology,Phones,26.34,10.62
PD-417,Walker PLC integrate,Office Supplies,Envelopes,6.0,2.68
PD-418,"Nicholson, Spence and Harper synergize",Furniture,Chairs,25.14,12.88
PD-419,"Cooper, Lewis and Herrera scale",Office Supplies,Art,9.31,4.82
PD-420,Ball LLC synthesize,Technology,Phones,2.48,0.71
PD-421,"Levy, Myers and Hernandez brand",Technology,Accessories,4.21,2.46
PD-422,Davis and Sons cultivate,Technology,Accessories,24.38,9.5
PD-423,"Yoder, Williams and Allen reinvent",Technology,Accessories,15.94,7.98
PD-424,Morgan Inc incubate,Furniture,Chairs,29.49,14.21
PD-425,"Smith, Garza and Willis engineer",Technology,Phones,28.57,7.03
PD-426,Wright LLC leverage,Furniture,Furnishings,14.19,4.46
PD-427,Peters and Sons morph,Technology,Accessories,3.15,1.89
PD-428,Conley-Smith harness,Furniture,Chairs,24.49,13.11
PD-429,"Flowers, Griffin and Hanna harness",Office Supplies,Envelopes,10.1,5.68
PD-430,"Decker, Grant and Robertson expedite",Technology,Phones,11.66,5.66
PD-431,Johnson and Sons brand,Office Supplies,Storage,8.69,2.29
PD-432,Adkins and Sons redefine,Furniture,Chairs,15.34,5.78
PD-433,Meyer-Clark strategize,Technology,Accessories,13.67,7.96
PD-434,Thomas LLC integrate,Technology,Phones,8.2,3.64
PD-435,Wolf Group transform,Furniture,Bookcases,11.39,5.31
PD-436,Gates-Haas mesh,Technology,Phones,8.71,2.76
PD-437,Boyd-Dickson re-intermediate,Furniture,Bookcases,25.08,12.8
PD-438,Ross PLC incentivize,Technology,Accessories,21.28,10.76
PD-439,King PLC optimize,Furniture,Bookcases,3.1,1.73
PD-440,Smith and Sons incentivize,Technology,Accessories,11.37,6.66
PD-441,Hayes LLC scale,Furniture,Chairs,17.08,4.67
PD-442,Nguyen-Callahan cultivate,Furniture,Bookcases,13.17,4.57
PD-443,"Hernandez, Graham and Baird scale",Office Supplies,Art,10.58,3.15
PD-444,Miller Inc enhance,Office Supplies,Paper,16.68,3.74
PD-445,"Sanders, Ross and Wilkinson synergize",Furniture,Chairs,20.2,7.06
PD-446,Green PLC incubate,Office Supplies,Paper,21.73,5.23
PD-447,"Richards, Torres and Russell iterate",Office Supplies,Fasteners,22.81,10.72
PD-448,Phillips-Hernandez matrix,Technology,Phones,17.1,7.29
PD-449,Wheeler-Dixon extend,Office Supplies,Fasteners,28.66,12.75
PD-450,"Dyer, Gardner and Hobbs integrate",Office Supplies,Storage,10.21,2.75
PD-451,Bryant-Reynolds redefine,Furniture,Chairs,9.44,5.43
PD-452,Meadows-Gomez seize,Technology,Accessories,25.08,8.33
PD-453,Wilson PLC orchestrate,Office Supplies,Paper,10.9,4.97
PD-454,Mitchell Group deploy,Office Supplies,Fasteners,18.05,6.79
PD-455,Olsen-Martinez engineer,Office Supplies,Art,27.83,10.97
PD-456,Dodson and Sons matrix,Furniture,Furnishings,14.82,3.25
PD-457,Harris-Oneill brand,Technology,Phones,17.96,6.92
PD-458,Jones-Meyer harness,Office Supplies,Art,21.74,7.94
PD-459,Snyder Group e-enable,Furniture,Furnishings,26.77,11.81
PD-460,"Sullivan, Smith and Moody cultivate",Furniture,Furnishings,15.68,7.0
PD-461,Harrison-George leverage,Furniture,Bookcases,24.54,12.49
PD-462,Rowe-Bell unleash,Technology,Phones,11.38,6.61
PD-463,"Wolf, Davis and Grant re-intermediate",Office Supplies,Binders,2.7,1.05
PD-464,Reed and Sons iterate,Technology,Accessories,12.0,5.87
PD-465,Maynard PLC integrate,Technology,Phones,27.71,16.48
PD-466,Krueger Inc brand,Technology,Phones,19.0,5.51
PD-467,Brown LLC disintermediate,Office Supplies,Binders,17.37,5.15
PD-468,"Rodriguez, Thomas and Hernandez envisioneer",Office Supplies,Art,27.93,6.38
PD-469,"Carter, Wong and Mayer scale",Technology,Accessories,21.14,6.63
PD-470,"Graham, Gray and Webster repurpose",Office Supplies,Envelopes,28.35,14.39
PD-471,Thompson Ltd streamline,Office Supplies,Envelopes,20.93,4.8
PD-472,"Ferguson, Smith and Martinez repurpose",Technology,Phones,23.55,10.25
PD-473,"Smith, Weeks and Little whiteboard",Technology,Phones,14.79,5.14
PD-474,Villegas and Sons iterate,Office Supplies,Storage,24.04,6.73
PD-475,Martin-Cline synergize,Furniture,Furnishings,17.07,8.51
PD-476,"Hayes, Potter and Fleming incubate",Furniture,Furnishings,24.78,13.75
PD-477,Carter-Rodriguez productize,Technology,Phones,9.56,3.21
PD-478,Bradford and Sons optimize,Technology,Phones,28.74,12.79
PD-479,Smith PLC orchestrate,Technology,Accessories,22.92,10.57
PD-480,Daugherty-Butler brand,Technology,Phones,12.48,3.65
PD-481,Vincent Ltd leverage,Furniture,Chairs,25.38,13.54
PD-482,Davis-Medina integrate,Office Supplies,Fasteners,4.3,2.25
PD-483,Robinson-Baldwin innovate,Furniture,Furnishings,11.88,4.92
PD-484,"Mayo, Leonard and Mason seize",Furniture,Chairs,24.13,10.76
PD-485,Park-Kelly transform,Technology,Accessories,8.76,5.13
PD-486,"Hooper, Perez and Downs grow",Technology,Accessories,3.65,1.77
PD-487,"King, Cochran and Smith transform",Furniture,Furnishings,16.45,5.94
PD-488,Baxter LLC brand,Office Supplies,Storage,30.06,6.79
PD-489,Lee-Stein implement,Furniture,Bookcases,17.56,6.23
PD-490,"Liu, Carr and Woodard productize",Technology,Accessories,16.86,3.93
PD-491,Blake-Fields unleash,Office Supplies,Paper,13.19,3.7
PD-492,Vega Inc monetize,Technology,Accessories,7.02,1.53
PD-493,Hinton-Kennedy transition,Office Supplies,Envelopes,7.32,3.27
PD-494,Hopkins Ltd reinvent,Technology,Phones,14.36,8.19
PD-495,Nash Inc deploy,Office Supplies,Paper,19.33,9.57
PD-496,"Martin, Khan and Espinoza morph",Office Supplies,Envelopes,12.84,5.67
PD-497,"Robinson, Spencer and Howe maximize",Furniture,Furnishings,29.77,9.41
PD-498,"Moran, Salinas and Fisher benchmark",Furniture,Chairs,22.15,8.5
PD-499,"James, Chung and Johnson unleash",Technology,Phones,5.0,2.51
PD-500,Brown-Schneider enable,Furniture,Bookcases,24.37,5.47
PD-501,"Weber, Watkins and Huff synthesize",Office Supplies,Fasteners,26.1,6.53
PD-502,Harris-Williams incentivize,Office Supplies,Envelopes,16.12,6.53
PD-503,Sawyer-Lee grow,Furniture,Bookcases,16.09,9.24
PD-504,Taylor-Roberts exploit,Technology,Phones,4.28,1.64
PD-505,Patel-Long expedite,Technology,Accessories,27.95,9.5
PD-506,Perkins-Long deploy,Furniture,Furnishings,11.46,4.38
PD-507,"Wheeler, Avila and Figueroa integrate",Office Supplies,Envelopes,20.58,9.96
PD-508,"Smith, Stewart and Turner disintermediate",Technology,Phones,28.03,11.67
PD-509,Wright-Kent repurpose,Furniture,Chairs,18.33,6.03
PD-510,Thomas PLC optimize,Technology,Accessories,24.12,5.69
PD-511,Lewis Group syndicate,Technology,Phones,17.21,7.33
PD-512,Rivera-Knight cultivate,Technology,Phones,16.78,8.36
PD-513,Kelley Ltd target,Furniture,Bookcases,14.59,5.28
PD-514,Bradley Group aggregate,Furniture,Chairs,8.98,2.33
PD-515,"Reed, Robles and Steele incubate",Office Supplies,Storage,8.39,4.36
PD-516,Stewart-Reese implement,Technology,Accessories,27.12,14.57
PD-517,"Holland, Cochran and Thomas innovate",Technology,Accessories,26.82,7.29
PD-518,Lynch-Gutierrez embrace,Furniture,Chairs,18.82,10.14
PD-519,Valentine-Mccarthy harness,Furniture,Chairs,4.77,2.44
PD-520,Harding-Stewart leverage,Furniture,Furnishings,16.18,8.09
PD-521,Cross PLC streamline,Furniture,Bookcases,19.61,9.33
PD-522,Lee-Nelson generate,Furniture,Bookcases,12.07,2.86
PD-523,Wright-Martinez transform,Furniture,Chairs,18.96,10.87
PD-524,"Friedman, Allen and Wilson harness",Office Supplies,Envelopes,13.97,4.41
PD-525,"Green, Robles and Phillips harness",Furniture,Furnishings,15.73,3.87
PD-526,"Shelton, Simpson and Martinez leverage",Technology,Phones,27.04,6.75
PD-527,Hartman LLC productize,Technology,Accessories,21.96,6.09
PD-528,Navarro Ltd architect,Technology,Accessories,4.28,1.21
PD-529,Conway LLC transition,Furniture,Chairs,11.78,3.27
PD-530,Holden-Snyder visualize,Furniture,Bookcases,15.86,4.73
PD-531,Werner-Mcintosh implement,Office Supplies,Paper,27.69,13.86
PD-532,Douglas and Sons syndicate,Office Supplies,Art,29.79,11.05
PD-533,Wood Inc seize,Office Supplies,Envelopes,12.91,6.26
PD-534,Turner and Sons seize,Furniture,Bookcases,17.23,8.51
PD-535,Little PLC enhance,Technology,Accessories,15.74,8.73
PD-536,"Moore, Turner and Roach iterate",Furniture,Chairs,17.01,6.8
PD-537,Gonzales-Anderson unleash,Technology,Accessories,8.95,3.54
PD-538,"Porter, Velazquez and Hernandez visualize",Technology,Accessories,7.38,3.06
PD-539,Thomas-Willis redefine,Office Supplies,Storage,12.38,6.12
PD-540,Frank Group aggregate,Office Supplies,Fasteners,7.3,4.15
PD-541,Bond-Wood incubate,Office Supplies,Art,16.26,7.22
PD-542,York-Reed monetize,Office Supplies,Paper,19.66,9.12
PD-543,Young and Sons benchmark,Technology,Phones,21.93,12.43
PD-544,Patel Ltd transition,Technology,Accessories,12.72,7.11
PD-545,Meyer Ltd target,Furniture,Bookcases,18.27,8.55
PD-546,"Murphy, Smith and Macias seize",Office Supplies,Art,10.28,5.52
PD-547,Murphy-Bentley generate,Furniture,Furnishings,6.94,2.87
PD-548,"Murphy, Harris and Grant exploit",Furniture,Furnishings,18.56,9.43
PD-549,Anderson-Castillo incubate,Furniture,Bookcases,28.32,10.39
PD-550,"Hicks, Harding and Lamb iterate",Technology,Phones,12.72,4.05
PD-551,Michael-Barnes leverage,Furniture,Chairs,2.69,1.34
PD-552,Olson-Stewart revolutionize,Technology,Accessories,6.25,3.02
PD-553,Patton-Torres deploy,Office Supplies,Binders,8.48,2.46
PD-554,Harper and Sons visualize,Office Supplies,Envelopes,28.76,5.84
PD-555,Miller-Schmidt implement,Office Supplies,Envelopes,19.35,7.11
PD-556,Mcclain-Harris implement,Technology,Phones,9.54,5.68
PD-557,"Bell, Nelson and Garcia grow",Technology,Accessories,13.24,7.2
PD-558,Mckee-George innovate,Office Supplies,Art,23.03,5.32
PD-559,Dillon-Carson enable,Office Supplies,Envelopes,30.23,15.67
PD-560,Sanchez-Blair utilize,Office Supplies,Art,29.61,12.96
PD-561,Hunt-Jones grow,Furniture,Bookcases,25.61,14.74
PD-562,Trujillo LLC re-contextualize,Furniture,Bookcases,6.23,3.47
PD-563,Bell Ltd target,Office Supplies,Paper,22.09,5.7
PD-564,Boyd-Johnson syndicate,Technology,Accessories,25.97,14.86
PD-565,Daniels Group utilize,Office Supplies,Fasteners,4.79,1.72
PD-566,Riddle LLC aggregate,Office Supplies,Paper,2.73,0.96
PD-567,"Moore, Nguyen and Whitehead aggregate",Office Supplies,Fasteners,4.4,1.82
PD-568,Acevedo Inc extend,Technology,Accessories,14.89,7.55
PD-569,Moore and Sons target,Technology,Phones,11.88,3.99
PD-570,Camacho-Norris brand,Technology,Accessories,15.18,7.1
PD-571,Morton Ltd engineer,Office Supplies,Fasteners,20.71,10.22
PD-572,Mills-Cobb deliver,Office Supplies,Fasteners,29.81,9.56
PD-573,"Leblanc, Thompson and Giles aggregate",Office Supplies,Paper,12.64,5.91
PD-574,"Pierce, West and West iterate",Furniture,Bookcases,8.83,2.21
PD-575,Dunn Ltd redefine,Technology,Phones,5.15,2.38
PD-576,Garcia-Allen visualize,Office Supplies,Envelopes,27.25,12.26
PD-577,Kirby-Mcintosh scale,Furniture,Bookcases,9.62,4.07
PD-578,Mueller-Frank engineer,Furniture,Bookcases,15.81,8.56
PD-579,"Potts, Patterson and Blackburn evolve",Office Supplies,Envelopes,25.37,9.05
PD-580,Mckinney-Moore embrace,Technology,Phones,6.91,2.09
PD-581,Morgan Ltd engage,Technology,Accessories,28.79,17.25
PD-582,"Reed, Gray and Turner reinvent",Office Supplies,Storage,15.98,6.02
PD-583,"Anderson, Hubbard and Rivera target",Technology,Phones,22.02,5.17
PD-584,Mcclure-Richards utilize,Technology,Accessories,2.91,1.59
PD-585,Guzman Inc re-intermediate,Office Supplies,Art,18.27,10.17
PD-586,Wallace-Myers enable,Office Supplies,Storage,18.52,8.14
PD-587,"Walls, Smith and Conner grow",Technology,Phones,7.66,4.42
PD-588,Joseph-Johnson empower,Furniture,Furnishings,5.69,2.51
PD-589,"Stone, Harris and Reed visualize",Technology,Accessories,9.76,3.52
PD-590,"Fernandez, Davis and Wu matrix",Office Supplies,Binders,15.83,8.53
PD-591,Lee Group grow,Furniture,Furnishings,15.17,7.41
PD-592,"Williams, Schmidt and Livingston orchestrate",Technology,Accessories,12.73,3.02
PD-593,"Harvey, Cervantes and Alvarado optimize",Office Supplies,Paper,9.11,4.84
PD-594,Jones-Clark seize,Technology,Accessories,28.12,16.04
PD-595,Brown Ltd implement,Furniture,Furnishings,13.94,4.88
PD-596,Walker PLC whiteboard,Technology,Phones,4.55,1.74
PD-597,Carter PLC streamline,Furniture,Furnishings,4.35,1.47
PD-598,"Knight, Pratt and Brown monetize",Technology,Accessories,6.82,1.43
PD-599,Ryan Ltd productize,Office Supplies,Binders,28.01,15.98
PD-600,Caldwell PLC strategize,Furniture,Furnishings,18.84,3.99
PD-601,Oconnell Inc enable,Furniture,Bookcases,5.89,3.06
PD-602,"Lam, Morales and Gregory re-contextualize",Office Supplies,Storage,23.33,7.86
PD-603,Ponce-Huang visualize,Furniture,Chairs,22.87,9.27
PD-604,"Miller, Beasley and Smith synergize",Office Supplies,Fasteners,13.41,3.13
PD-605,Johnson and Sons grow,Technology,Phones,14.75,7.77
PD-606,Arellano Inc deliver,Office Supplies,Storage,7.86,2.92
PD-607,Davis Group streamline,Furniture,Furnishings,15.05,3.28
PD-608,Fleming LLC whiteboard,Furniture,Chairs,13.05,6.19
PD-609,Mata Ltd expedite,Office Supplies,Paper,26.02,10.34
PD-610,"Davis, Shepard and Williams incentivize",Office Supplies,Fasteners,28.51,15.58
PD-611,Merritt Group drive,Office Supplies,Binders,16.13,7.68
PD-612,"Miller, Johnson and Boyd implement",Technology,Phones,29.28,13.06
PD-613,Price and Sons re-contextualize,Office Supplies,Storage,11.2,3.74
PD-614,Moore-Ibarra aggregate,Technology,Phones,19.18,8.35
PD-615,"Scott, Jackson and Jackson enhance",Furniture,Furnishings,17.72,6.16
PD-616,"Rivera, Hurley and Valentine reinvent",Furniture,Chairs,21.67,9.08
PD-617,Campbell PLC innovate,Technology,Accessories,7.64,1.54
PD-618,"Humphrey, Brown and Shelton embrace",Technology,Phones,15.05,6.11
PD-619,"Gutierrez, James and Lewis enable",Technology,Accessories,29.04,7.39
PD-620,"Young, Goodwin and Obrien grow",Technology,Phones,4.58,2.13
PD-621,Mccormick-Barr optimize,Technology,Accessories,18.72,10.83
PD-622,Kaufman-Wall innovate,Furniture,Chairs,12.39,4.17
PD-623,"Castro, Pham and Alvarez transform",Furniture,Bookcases,24.77,8.46
PD-624,Weeks-Oliver drive,Office Supplies,Paper,4.12,1.32
PD-625,Conrad-Avila disintermediate,Technology,Phones,4.14,2.45
PD-626,"Clark, Arnold and Pope mesh",Furniture,Bookcases,8.29,4.56
PD-627,Estes-Jimenez generate,Technology,Accessories,25.64,14.89
PD-628,"Mendoza, Gregory and Ruiz engage",Furniture,Furnishings,8.54,3.1
PD-629,Wilson LLC enable,Technology,Phones,17.01,7.65
PD-630,Williams Ltd incentivize,Furniture,Chairs,18.1,6.92
PD-631,Adams LLC redefine,Technology,Accessories,27.99,11.9
PD-632,Maxwell-Jimenez leverage,Technology,Phones,16.87,4.28
PD-633,"Morgan, Johnson and Pierce visualize",Technology,Phones,10.63,5.27
PD-634,Foley PLC leverage,Technology,Phones,7.47,1.7
PD-635,Li-Allen re-contextualize,Furniture,Bookcases,4.81,1.39
PD-636,Fox-Robinson re-intermediate,Technology,Phones,23.73,9.38
PD-637,Melendez-Nichols engage,Technology,Accessories,8.54,4.65
PD-638,"Haley, Davis and Scott enhance",Technology,Phones,28.43,6.77
PD-639,"Potts, Thomas and Lloyd transform",Technology,Accessories,27.82,11.14
PD-640,French-Dixon e-enable,Office Supplies,Fasteners,26.58,7.58
PD-641,"Edwards, Rhodes and Davis orchestrate",Office Supplies,Binders,4.63,2.76
PD-642,"Smith, Wilson and Marquez incentivize",Office Supplies,Fasteners,19.0,6.31
PD-643,Harper-Payne transform,Furniture,Chairs,28.87,7.79
PD-644,Parsons-Lewis integrate,Technology,Phones,20.47,11.35
PD-645,Jones-Perez innovate,Technology,Phones,16.88,5.3
PD-646,"Smith, Palmer and Ford mesh",Furniture,Furnishings,8.82,4.93
PD-647,"Jones, Wallace and Jenkins architect",Technology,Phones,17.68,5.09
PD-648,Jones-Morales exploit,Office Supplies,Paper,17.89,8.95
PD-649,Young Inc enable,Office Supplies,Fasteners,25.46,8.65
PD-650,"Melton, Allen and Lewis enhance",Technology,Accessories,10.76,5.45
PD-651,Carroll-Watkins evolve,Technology,Phones,30.18,12.83
PD-652,"Greene, Harris and Whitaker empower",Office Supplies,Art,4.9,1.12
PD-653,Williams Group engineer,Furniture,Bookcases,24.49,9.61
PD-654,Taylor LLC drive,Furniture,Bookcases,2.87,1.28
PD-655,Chapman-Whitehead mesh,Office Supplies,Fasteners,24.87,7.06
PD-656,Gonzales Group syndicate,Furniture,Furnishings,25.64,14.81
PD-657,Collier-Burke drive,Office Supplies,Storage,2.74,0.67
PD-658,"Fox, Brown and Park maximize",Technology,Phones,10.53,2.93
PD-659,Stewart LLC generate,Furniture,Chairs,22.54,11.52
PD-660,Mckenzie and Sons whiteboard,Furniture,Chairs,11.81,3.68
PD-661,Ibarra LLC generate,Office Supplies,Paper,7.18,2.2
PD-662,"Bradshaw, Rowland and Allen deliver",Furniture,Bookcases,27.09,14.1
PD-663,Davis-White utilize,Technology,Phones,29.22,13.01
PD-664,Phelps-Rivera drive,Office Supplies,Binders,11.4,5.3
PD-665,"Brown, Martinez and Greene enable",Technology,Phones,13.66,8.04
PD-666,Phillips-Hernandez drive,Office Supplies,Art,13.51,4.51
PD-667,Schwartz PLC optimize,Furniture,Bookcases,27.95,14.5
PD-668,"Norman, Higgins and Lewis transform",Office Supplies,Envelopes,25.76,9.99
PD-669,Yates PLC mesh,Office Supplies,Art,4.81,2.07
PD-670,Perry-Adams expedite,Office Supplies,Fasteners,23.32,11.68
PD-671,Schwartz PLC incubate,Office Supplies,Envelopes,6.76,2.69
PD-672,George-Clarke integrate,Technology,Accessories,7.67,3.72
PD-673,"Brown, Cook and Barber utilize",Furniture,Furnishings,12.1,2.48
PD-674,"White, Golden and Jackson redefine",Furniture,Furnishings,19.41,7.69
PD-675,Castro-Miller deploy,Technology,Phones,13.64,6.69
PD-676,Reed Ltd enhance,Office Supplies,Art,27.12,15.35
PD-677,Shelton-Hood deploy,Technology,Phones,9.84,3.42
PD-678,"Christian, Cox and Hinton benchmark",Furniture,Furnishings,3.03,0.75
PD-679,Tate-Jones streamline,Technology,Accessories,2.85,1.09
PD-680,"Mills, Ponce and Serrano unleash",Furniture,Bookcases,5.35,2.5
PD-681,"Perry, Holt and Watson target",Technology,Phones,22.57,9.77
PD-682,"Burns, Mitchell and Gutierrez maximize",Technology,Phones,7.94,3.88
PD-683,Johnson-Holland optimize,Office Supplies,Storage,17.6,7.0
PD-684,White-Silva integrate,Office Supplies,Binders,4.82,1.52
PD-685,Watson-Hughes evolve,Furniture,Furnishings,12.46,3.97
PD-686,Elliott Inc grow,Furniture,Bookcases,6.64,3.62
PD-687,"Lopez, Walker and Holden empower",Office Supplies,Art,29.46,6.05
PD-688,Smith PLC architect,Technology,Accessories,11.06,3.74
PD-689,"Price, Walsh and Martinez re-contextualize",Technology,Accessories,4.21,1.09
PD-690,Archer Group implement,Technology,Accessories,25.94,14.88
PD-691,Yates Group e-enable,Furniture,Bookcases,9.9,5.87
PD-692,"Torres, Jones and Martinez unleash",Office Supplies,Art,13.1,7.13
PD-693,Scott and Sons optimize,Furniture,Bookcases,29.35,11.77
PD-694,Williams and Sons leverage,Office Supplies,Binders,12.99,6.47
PD-695,Davis Ltd architect,Technology,Phones,29.22,9.3
PD-696,Rogers-Smith orchestrate,Furniture,Chairs,2.28,0.74
PD-697,Diaz Group revolutionize,Furniture,Furnishings,2.67,0.61
PD-698,Vazquez-Ortiz incubate,Office Supplies,Storage,12.02,3.55
PD-699,Paul LLC benchmark,Technology,Phones,29.0,7.58
PD-700,Johnson-Hunter synthesize,Furniture,Furnishings,6.88,1.96
PD-701,"Le, Arellano and Williams orchestrate",Technology,Accessories,12.05,4.79
PD-702,Roberts PLC incubate,Furniture,Furnishings,2.74,0.66
PD-703,Thompson PLC architect,Office Supplies,Art,12.22,6.83
PD-704,"Smith, Wyatt and Stephenson iterate",Technology,Phones,24.18,6.22
PD-705,Wright-Adams innovate,Furniture,Furnishings,15.28,3.97
PD-706,Walker-Nguyen grow,Technology,Accessories,19.52,9.52
PD-707,Johnson-Whitney deliver,Technology,Phones,23.41,7.32
PD-708,Strong-Todd repurpose,Furniture,Chairs,3.55,1.45
PD-709,Lee-Smith unleash,Office Supplies,Envelopes,15.13,4.03
PD-710,Fields Ltd mesh,Technology,Phones,16.59,6.64
PD-711,Blankenship-Gonzalez generate,Furniture,Bookcases,18.6,10.8
PD-712,Jenkins-Lopez mesh,Furniture,Furnishings,11.77,5.1
PD-713,Bass Group monetize,Office Supplies,Binders,26.46,14.55
PD-714,Simmons-Ramsey empower,Office Supplies,Art,18.32,7.51
PD-715,"Jones, Johns and Mendoza reinvent",Office Supplies,Paper,19.95,4.31
PD-716,Ruiz-Jackson leverage,Furniture,Furnishings,26.49,13.92
PD-717,"Hill, Kane and Adkins harness",Office Supplies,Fasteners,12.56,3.34
PD-718,"Smith, Martinez and Robinson synthesize",Furniture,Bookcases,4.89,2.8
PD-719,"Thomas, Webb and Payne engineer",Furniture,Bookcases,3.3,0.85
PD-720,"Mills, Nguyen and Miller harness",Technology,Phones,6.65,3.98
PD-721,"Smith, Thomas and Calderon integrate",Furniture,Chairs,26.13,12.56
PD-722,"Graham, Miller and Barnes incubate",Furniture,Furnishings,26.51,9.73
PD-723,Preston-Johnston reinvent,Furniture,Furnishings,6.42,1.71
PD-724,Orr and Sons benchmark,Furniture,Chairs,19.76,7.48
PD-725,Brown and Sons generate,Technology,Phones,27.07,5.85
PD-726,"Casey, Steele and Davis enhance",Furniture,Chairs,6.26,3.56
PD-727,Scott-Gallagher redefine,Furniture,Bookcases,10.58,5.66
PD-728,Miles-Walls unleash,Technology,Phones,10.87,5.18
PD-729,Bird Ltd maximize,Office Supplies,Envelopes,10.03,3.89
PD-730,Mcclain-Daugherty morph,Furniture,Chairs,19.02,9.59
PD-731,Robles-Sanders target,Furniture,Bookcases,28.23,6.11
PD-732,"Harrison, Gutierrez and Stephens target",Furniture,Chairs,26.09,8.2
PD-733,Lee-White strategize,Technology,Accessories,3.54,1.74
PD-734,Bernard-Davis morph,Furniture,Furnishings,5.13,1.76
PD-735,Garcia-Todd harness,Office Supplies,Storage,6.85,3.83
PD-736,Yang-Alexander maximize,Office Supplies,Storage,9.55,4.06
PD-737,Martinez-Webster embrace,Office Supplies,Fasteners,8.4,1.98
PD-738,Berg Ltd repurpose,Technology,Accessories,6.58,3.38
PD-739,Stanley PLC transition,Technology,Accessories,20.05,9.33
PD-740,Valentine-Reynolds grow,Office Supplies,Storage,11.88,6.09
PD-741,"Nelson, Bell and Frank exploit",Furniture,Chairs,23.46,8.01
PD-742,"Cox, Proctor and Wilson empower",Technology,Accessories,13.06,3.21
PD-743,Boyd Inc integrate,Furniture,Furnishings,2.76,1.58
PD-744,Smith-Cannon orchestrate,Technology,Accessories,26.16,14.13
PD-745,"Brown, Christian and Brown exploit",Office Supplies,Binders,3.08,1.72
PD-746,Peters-Bentley re-contextualize,Technology,Phones,21.18,12.32
PD-747,"Holland, Rodriguez and Fletcher implement",Office Supplies,Envelopes,23.22,11.22
PD-748,Case Group enhance,Furniture,Bookcases,19.73,11.49
PD-749,"Jefferson, Carter and Hartman aggregate",Office Supplies,Art,10.55,3.36
PD-750,"Smith, Day and Morgan transform",Office Supplies,Art,26.06,13.76
PD-751,Davis PLC generate,Office Supplies,Fasteners,3.78,1.85
PD-752,"Williams, Richards and Nunez engineer",Furniture,Chairs,27.43,12.57
PD-753,"Jones, Adams and Davenport envisioneer",Furniture,Furnishings,9.34,4.22
PD-754,Cantu-Morris seize,Technology,Phones,20.56,6.2
PD-755,Mueller Group reinvent,Office Supplies,Paper,24.73,9.34
PD-756,"Baxter, Parker and Castaneda integrate",Technology,Phones,10.53,4.15
PD-757,"Juarez, Duncan and Weaver evolve",Furniture,Chairs,22.29,8.23
